Years,Team,Conf,AdjO,AdjO Rank,AdjD,AdjD Rank,AdjT,AdjT Rank,Luck,Luck Rank,,,
2006,North Carolina ,ACC,115.9,13,93.7,28,70.2,23,-0.01,191,,,
2004,Utah St.,BW,115.9,15,102.3,149,58.2,322,0.037,77,,,
2020,Kansas *,B12,115.8,8,85.5,2,67.3,233,0.04,79,,,
2018,Pepperdine,WCC,105,168,114.5,328,67.5,210,-0.056,305,,,
2015,Wichita St. ,MVC,115.8,19,93.6,15,62.3,279,0.022,131,,,
2011,UConn ,BE,115.8,19,91.9,15,64.5,221,0.048,58,,,
2011,Florida ,SEC,115.8,20,95.2,38,62.5,300,0.038,84,,,
2008,Michigan St. ,B10,115.8,17,94.7,33,63.3,253,0.032,94,,,
2008,California ,P10,115.8,18,104.3,184,67.8,82,-0.013,200,,,
2003,Louisville ,CUSA,115.8,9,93,25,72.5,12,-0.029,241,,,
2023,Vanderbilt,SEC,115.7,22,105.4,174,66.4,228,0.073,40,,,
2021,Southern California ,P12,115.7,14,88.1,6,67,235,0.001,171,,,
2020,Duke *,ACC,115.7,9,91.1,12,72,34,-0.009,209,,,
2017,Xavier ,BE,115.7,29,99,67,67.2,223,0.044,71,,,
2017,Syracuse ,ACC,115.7,30,102.3,119,66.8,243,-0.048,293,,,
2008,Baylor ,B12,115.7,19,100.9,113,70.1,24,-0.028,242,,,
2007,Vanderbilt ,SEC,115.7,24,99.4,79,66.6,126,0.008,160,,,
2005,Duke ,ACC,115.7,13,88.3,2,68.3,81,-0.002,167,,,
2021,Arizona,P12,115.6,15,95.7,59,67.7,198,-0.017,220,,,
2019,Belmont ,OVC,115.6,18,101.5,117,71.3,34,0.025,113,,,
2016,Utah ,P12,115.6,26,98.8,60,65.3,305,0.112,9,,,
2015,Vanderbilt ,SEC,115.6,20,100.6,103,63.4,233,-0.11,345,,,
2015,Virginia ,ACC,115.6,21,85.5,2,58,349,0.023,128,,,
2015,Ohio St. ,B10,115.6,22,94.8,25,65.2,132,-0.043,280,,,
2014,Georgia St. ,SB,115.6,23,104.3,156,64.3,200,-0.025,238,,,
2013,Pittsburgh ,BE,115.6,12,91.5,21,59.3,337,-0.058,304,,,
2012,Vanderbilt ,SEC,115.6,14,94.7,35,64.7,188,-0.048,280,,,
2007,Wisconsin ,B10,115.6,25,90.1,8,63.8,243,0.034,91,,,
2005,Syracuse ,BE,115.6,14,94.7,33,65.8,180,0.002,155,,,
2005,Kansas ,B12,115.6,15,92.5,18,66.5,147,0.008,145,,,
2004,Texas ,B12,115.6,16,94.1,22,64.7,206,0.038,72,,,
2003,Arizona ,P10,115.6,10,88.8,8,72.7,11,-0.007,181,,,
2023,Oral Roberts,Sum,115.5,23,102.2,105,70.7,37,0.103,14,,,
2023,UCLA,P12,115.5,24,88,2,66.5,222,0.015,143,,,
2022,Ohio St. ,B10,115.5,13,99.3,111,65,289,-0.017,213,,,
2018,Savannah St.,MEAC,100.9,244,114.5,326,82.3,1,0.108,8,,,
2017,Florida St. ,ACC,115.5,31,95.5,31,71.3,41,0.039,78,,,
2014,West Virginia ,B12,115.5,24,103.2,135,66.3,97,-0.066,321,,,
2014,North Dakota St. ,Sum,115.5,25,103.7,144,62.3,292,0.089,17,,,
2012,Iona ,MAAC,115.5,15,103.2,181,70,17,-0.011,197,,,
2011,Texas ,B12,115.5,21,89.6,4,65.5,161,-0.058,307,,,
2011,Marquette ,BE,115.5,22,97.3,62,66.2,116,-0.058,306,,,
2010,Xavier ,A10,115.5,18,94.6,47,68.9,47,0.01,139,,,
2022,South Dakota St. ,Sum,115.4,14,104.8,217,69.4,61,0.054,67,,,
2022,Syracuse,ACC,115.4,15,104,207,67.6,144,-0.065,316,,,
2018,Mississippi Val.,SWAC,90.3,345,114.5,327,69.4,106,-0.032,267,,,
2013,Arizona ,P12,115.4,13,93.5,32,65.5,133,-0.012,214,,,
2007,Indiana ,B10,115.4,26,93.8,23,64.9,203,-0.058,298,,,
2007,UCLA ,P10,115.4,27,88.3,2,63.7,251,0.019,132,,,
2007,Memphis ,CUSA,115.4,28,90.6,10,68.4,68,0.03,104,,,
2003,Butler ,Horz,115.4,11,99.3,110,58.6,325,0.073,24,,,
2023,Kansas,B12,115.3,25,92.4,9,69.4,80,0.104,13,,,
2019,Houston ,Amer,115.3,19,91.2,11,66.1,260,0.039,86,,,
2019,Baylor ,B12,115.3,20,98.8,75,65.2,297,-0.029,255,,,
2018,Alcorn,SWAC,95,330,114.4,325,68,186,-0.055,303,,,
2018,Cornell,Ivy,104.7,177,113.6,324,69.2,117,0.057,57,,,
2018,Niagara,MAAC,109.5,88,113.5,323,73.7,10,0.09,18,,,
2017,Creighton ,BE,115.3,32,96.5,46,71.2,45,0.004,181,,,
2016,West Virginia ,B12,115.3,27,90.9,6,69.5,104,0.003,171,,,
2010,Memphis ,CUSA,115.3,19,100.1,118,65.2,211,-0.038,273,,,
2008,Marquette ,BE,115.3,20,93.1,21,66.6,118,-0.027,240,,,
2007,Kansas ,B12,115.3,29,87.5,1,68.7,63,0.031,102,,,
2007,Gonzaga ,WCC,115.3,30,100,87,67.1,113,-0.032,262,,,
2023,Fla. Atlantic,CUSA,115.2,26,98,47,68.6,126,0.055,54,,,
2022,Alabama ,SEC,115.2,16,98.6,92,71.9,11,-0.022,229,,,
2020,Michigan St. *,B10,115.2,10,91.2,13,69.1,130,-0.012,217,,,
2019,Buffalo ,MAC,115.2,21,95.4,31,73.6,11,0.056,50,,,
2018,LMU (CA),WCC,107.2,131,113.4,322,66.9,243,0.012,142,,,
2015,Oregon ,P12,115.2,23,101.3,114,66.6,68,0.119,5,,,
2010,Wisconsin ,B10,115.2,20,91.6,19,59.2,339,-0.013,202,,,
2009,Duquesne ,A10,115.2,18,106.2,244,68.9,47,0.009,146,,,
2008,Georgetown ,BE,115.2,21,89.7,6,60.5,316,0.029,99,,,
2008,UConn ,BE,115.2,22,96.3,49,67.1,101,-0.001,170,,,
2007,Akron,MAC,115.2,31,99.1,76,63.8,245,-0.056,295,,,
2007,Hofstra ,CAA,115.2,32,108.5,238,64.7,209,0.053,55,,,
2005,Niagara ,MAAC,115.2,16,109.8,289,70.1,38,-0.027,238,,,
2020,San Diego St. *,MWC,115.1,11,90.6,10,64.6,332,-0.008,204,,,
2017,Wisconsin ,B10,115.1,33,92.1,9,63.4,334,-0.003,193,,,
2013,Ohio St. ,B10,115.1,14,89.7,9,63.6,218,0.02,135,,,
2010,Marquette ,BE,115.1,21,95.5,55,62.3,305,-0.064,312,,,
2009,West Virginia ,BE,115.1,19,90.9,13,63.7,240,-0.067,315,,,
2009,Tennessee ,SEC,115.1,20,98.7,83,67.7,72,-0.032,261,,,
2009,Florida ,SEC,115.1,21,98.9,88,65.8,151,-0.076,326,,,
2008,Washington St. ,P10,115.1,23,90.8,9,58.3,334,-0.004,179,,,
2008,Rhode Island ,A10,115.1,24,103.9,177,69.6,34,-0.059,303,,,
2008,Saint Joseph's ,A10,115.1,25,100.8,110,64,216,-0.069,318,,,
2023,Creighton,BE,115,27,93.5,10,67.9,157,-0.092,349,,,
2023,Oregon,P12,115,28,99.8,70,66.2,244,-0.027,253,,,
2022,Virginia Tech ,ACC,115,17,96.1,54,63.3,340,-0.062,310,,,
2018,Columbia,Ivy,107.3,128,113.3,321,70,80,-0.146,351,,,
2014,Toledo ,MAC,115,26,109.1,250,67,65,0.111,7,,,
2009,Notre Dame ,BE,115,22,99.6,100,67.2,94,-0.034,267,,,
2005,NC State ,ACC,115,17,96.1,47,63.1,282,-0.062,295,,,
2003,Kansas ,B12,115,12,86.4,3,72.2,14,-0.017,208,,,
2003,Duke ,ACC,115,13,91.3,15,70.7,40,-0.03,246,,,
2023,Pittsburgh,ACC,114.9,29,102.5,110,67.3,185,0.01,160,,,
2021,Florida St. ,ACC,114.9,16,92.8,33,69.9,90,0.002,167,,,
2018,Cal Poly,BW,98.2,294,113.2,320,66.2,270,0.051,63,,,
2017,Cincinnati ,Amer,114.9,34,92.8,15,63.5,330,0.026,116,,,
2017,Clemson ,ACC,114.9,35,100.5,86,66.4,261,-0.064,315,,,
2016,Pittsburgh ,ACC,114.9,28,98.3,53,65.3,303,-0.011,206,,,
2015,Central Mich. ,MAC,114.9,24,106.6,217,64.4,171,0.015,144,,,
2015,NC State ,ACC,114.9,25,98.9,76,64.1,188,-0.003,191,,,
2013,Missouri ,SEC,114.9,15,96.4,63,66.3,93,-0.032,263,,,
2011,West Virginia ,BE,114.9,23,94.8,35,62.5,298,-0.018,227,,,
2011,Syracuse ,BE,114.9,24,92.4,17,64.6,212,0.032,99,,,
2011,Villanova ,BE,114.9,25,97,59,65,182,-0.04,278,,,
2010,Kentucky ,SEC,114.9,22,88.3,6,68.3,66,0.06,43,,,
2006,South Carolina ,SEC,114.9,14,96.4,55,59.2,324,-0.057,288,,,
2006,Butler ,Horz,114.9,15,102.9,166,58.3,326,-0.072,308,,,
2023,Indiana,B10,114.8,30,97.8,45,68.2,144,0.032,97,,,
2019,Utah,P12,114.8,22,108.9,257,66.4,240,0.031,102,,,
2018,CSUN,BW,96.7,313,113.2,319,65.8,290,-0.047,289,,,
2016,George Washington ,A10,114.8,29,101,103,66.2,265,0.031,94,,,
2014,Virginia ,ACC,114.8,27,88.3,4,59.5,345,0.012,154,,,
2013,Minnesota ,B10,114.8,16,95,46,62.3,274,-0.036,273,,,
2012,Northwestern ,B10,114.8,16,104.3,202,62.5,283,0.049,57,,,
2006,Washington ,P10,114.8,16,94.7,38,71.6,10,0.007,151,,,
2005,Pittsburgh ,BE,114.8,18,96.3,51,64,254,-0.057,287,,,
2003,Pittsburgh ,BE,114.8,14,86.2,2,64.7,266,-0.023,224,,,
2023,Texas A&M,SEC,114.7,31,96.6,36,66.2,245,0.03,103,,,
2023,Maryland,B10,114.7,32,95.9,30,65,307,-0.035,271,,,
2021,Virginia ,ACC,114.7,17,93.3,36,59.9,357,0.025,118,,,
2019,Saint Mary's (CA) ,WCC,114.7,23,97.4,55,62.7,348,-0.045,285,,,
2018,SIUE,OVC,99.4,264,113,318,69.2,118,0.069,33,,,
2018,Marist,MAAC,98.5,291,112.9,317,69.6,96,-0.048,294,,,
2015,Arkansas ,SEC,114.7,26,98.3,67,69.3,13,0.045,72,,,
2012,Michigan St. ,B10,114.7,17,86.9,2,64.3,209,-0.027,244,,,
2007,Alabama ,SEC,114.7,33,101.6,116,65.3,185,0.019,130,,,
2006,Vanderbilt ,SEC,114.7,17,101.2,131,61.9,291,-0.03,239,,,
2005,Villanova ,BE,114.7,19,89.7,6,67,126,-0.054,285,,,
2004,Alabama ,SEC,114.7,17,98.2,67,64.7,207,0.004,161,,,
2004,Mississippi St. ,SEC,114.7,18,92.9,17,68.1,82,0.021,114,,,
2018,Eastern Ky.,OVC,101.7,237,112.6,316,68.6,161,0.017,129,,,
2018,FDU,NEC,102.2,222,112.4,315,70.5,66,0.025,113,,,
2018,Oral Roberts,Sum,106,150,112.3,314,65.3,315,-0.033,268,,,
2017,Nevada ,MWC,114.6,36,101.3,101,69.7,90,0.055,45,,,
2016,Michigan ,B10,114.6,30,100.5,92,65.8,289,0.013,146,,,
2014,Syracuse ,ACC,114.6,28,93,13,59.6,344,0.016,141,,,
2014,Boise St.,MWC,114.6,29,104.1,152,63.9,219,-0.056,306,,,
2014,Providence ,BE,114.6,30,100.8,94,62.9,264,0.051,69,,,
2013,Notre Dame ,BE,114.6,17,97.9,86,60.3,320,0.046,62,,,
2008,Notre Dame ,BE,114.6,26,95.6,43,69.5,35,0.042,72,,,
2008,West Virginia ,BE,114.6,27,93.3,23,63.8,228,-0.019,217,,,
2008,Utah St. ,WAC,114.6,28,108.9,270,62.9,264,0.038,82,,,
2008,Indiana ,B10,114.6,29,96.1,44,66.2,134,0.037,85,,,
2023,Furman,SC,114.5,33,106,181,68.6,125,0,197,,,
2021,Duke,ACC,114.5,18,97,79,68.5,152,-0.109,347,,,
2020,Louisville *,ACC,114.5,12,93.1,30,67.1,242,-0.003,193,,,
2019,Michigan ,B10,114.5,24,86.2,2,64.8,317,-0.001,181,,,
2018,Quinnipiac,MAAC,101.7,236,112.2,313,66.5,260,0.079,20,,,
2018,McNeese,Slnd,100.6,247,112.1,311,70.4,68,-0.025,247,,,
2018,Charlotte,CUSA,99.3,267,112.1,312,71.2,48,-0.024,245,,,
2017,TCU ,B12,114.5,37,97,50,67.1,230,-0.008,203,,,
2015,Kansas ,B12,114.5,27,91.8,9,67,56,0.07,33,,,
2015,Ole Miss ,SEC,114.5,28,100.6,104,66.2,78,-0.033,259,,,
2014,BYU ,WCC,114.5,31,100.7,93,70.8,6,-0.004,194,,,
2011,College of Col. of Charleston,SC,114.5,26,103.5,173,65.9,146,-0.014,217,,,
2010,Louisville ,BE,114.5,23,97.6,78,66.3,151,-0.038,271,,,
2009,Kansas ,B12,114.5,23,90.7,11,67.2,93,-0.013,202,,,
2008,Gonzaga ,WCC,114.5,30,95.5,41,65.9,140,-0.029,245,,,
2008,Georgia Tech,ACC,114.5,31,101.4,125,68.6,54,-0.077,325,,,
2006,Illinois ,B10,114.5,18,91.3,12,62.1,283,-0.019,212,,,
2005,Pacific ,BW,114.5,20,100.5,115,63.6,263,0.091,13,,,
2003,Wake Forest ,ACC,114.5,15,94.6,37,67.7,130,0.073,25,,,
2022,North Carolina ,ACC,114.4,18,94.3,35,70.2,39,0.072,46,,,
2013,Iona ,MAAC,114.4,18,106.9,256,69.7,10,-0.07,317,,,
2012,Oakland,Sum,114.4,18,112.7,328,69.7,19,0.021,118,,,
2009,Villanova ,BE,114.4,24,90.5,10,68.3,62,0.021,116,,,
2006,Kentucky ,SEC,114.4,19,97.3,75,64.1,228,-0.001,173,,,
2005,Oklahoma ,B12,114.4,21,91.8,12,65.4,201,-0.006,175,,,
2003,Wisconsin ,B10,114.4,16,92.4,21,61.9,310,-0.024,228,,,
2003,Syracuse ,BE,114.4,17,91.1,14,71,32,0.083,16,,,
2021,Toledo ,MAC,114.3,19,102.6,182,68.7,143,-0.024,236,,,
2020,Ohio St. *,B10,114.3,13,92,19,66.2,280,-0.038,280,,,
2018,Lafayette,Pat,101.8,233,112,310,68.3,174,-0.097,345,,,
2018,Lehigh,Pat,105.7,156,111.9,309,70.8,56,0.042,72,,,
2016,Davidson ,A10,114.3,31,107.6,223,70.2,77,0.078,30,,,
2016,Saint Joseph's ,A10,114.3,32,98.9,63,70.2,78,0.03,95,,,
2015,Georgetown ,BE,114.3,29,95.1,33,64,192,0,183,,,
2014,Boston College,ACC,114.3,32,111.8,294,61.2,321,-0.073,328,,,
2013,Baylor ,B12,114.3,19,96.4,62,66.4,85,-0.09,333,,,
2012,Michigan ,B10,114.3,19,96.8,56,60.1,330,0.058,42,,,
2012,Saint Mary's (CA) ,WCC,114.3,20,98.8,91,63.4,258,0.036,78,,,
2009,North Dakota St. ,Sum,114.3,25,102,152,67.5,79,-0.009,187,,,
2009,Michigan St. ,B10,114.3,26,89.9,6,66.5,112,0.091,11,,,
2005,Creighton ,MVC,114.3,22,100,104,63.1,285,-0.033,248,,,
2005,Boston College ,BE,114.3,23,96,46,64.8,226,0.078,24,,,
2004,Western Mich. ,MAC,114.3,19,98,64,65.6,173,0.037,74,,,
2023,NC State,ACC,114.2,34,100.5,81,69.3,92,0.019,131,,,
2018,Chattanooga,SC,99.2,271,111.8,304,65.5,308,-0.024,243,,,
2017,Southern California ,P12,114.2,38,100.7,91,68.7,138,0.079,16,,,
2015,Iowa ,B10,114.2,30,95.1,34,63.7,209,-0.007,203,,,
2012,Oregon ,P12,114.2,21,102.4,159,66.8,90,0.039,74,,,
2012,Memphis ,CUSA,114.2,22,92.3,17,67.5,60,-0.064,307,,,
2011,Georgetown ,BE,114.2,27,96.6,55,63.4,265,0.048,60,,,
2009,Oakland,Sum,114.2,27,107.8,271,64.8,192,0.026,102,,,
2008,Ole Miss ,SEC,114.2,32,100.7,108,69.3,40,0.01,146,,,
2008,Houston,CUSA,114.2,33,102.9,155,69.1,42,-0.044,281,,,
2008,Kansas St. ,B12,114.2,34,95.3,40,69.7,33,-0.049,290,,,
2023,Michigan St.,B10,114.1,35,96.7,37,65.2,295,0.019,129,,,
2019,Texas Tech ,B12,114.1,25,84.1,1,66.6,231,0.004,171,,,
2018,Kennesaw St.,ASun,98.9,279,111.8,305,68.5,163,-0.023,240,,,
2016,NC State,ACC,114.1,33,103.7,152,67.7,195,-0.037,271,,,
2014,Missouri ,SEC,114.1,33,103.2,137,64.8,165,0.062,47,,,
2011,San Diego St. ,MWC,114.1,28,89.1,2,62.3,306,0.059,43,,,
2011,George Mason ,CAA,114.1,29,95.8,45,64.5,217,0.028,108,,,
2007,A&M-Corpus Christi ,Slnd,114.1,34,106.4,200,68.1,78,0.057,45,,,
2007,Virginia ,ACC,114.1,35,98.7,71,67.9,83,0.006,164,,,
2005,Texas ,B12,114.1,24,97.1,61,66.5,146,-0.051,279,,,
2005,West Virginia ,BE,114.1,25,99.1,88,63.6,265,0.082,19,,,
2004,Pittsburgh ,BE,114.1,20,88.2,2,59.7,314,-0.028,235,,,
2023,Virginia Tech,ACC,114,36,102.9,117,66.8,213,-0.069,323,,,
2023,Stetson,ASun,114,37,113.8,336,64.8,310,0.034,93,,,
2020,Marquette *,BE,114,14,96.9,73,70.7,60,-0.046,293,,,
2019,Nevada ,MWC,114,26,95.9,35,69.3,91,0.033,99,,,
2016,Belmont ,OVC,114,34,110.5,282,71.6,41,-0.009,200,,,
2014,NC State ,ACC,114,34,102.4,121,64.7,172,0.065,39,,,
2014,Gonzaga ,WCC,114,35,93.8,18,65,154,0.016,146,,,
2013,VCU ,A10,114,20,93.7,36,66.4,91,0.002,171,,,
2012,Kansas ,B12,114,23,87.1,3,66.3,111,0.027,101,,,
2011,Missouri St. ,MVC,114,30,102.9,157,62,311,0.025,119,,,
2009,BYU ,MWC,114,28,93.9,35,69,41,-0.046,285,,,
2008,Clemson ,ACC,114,35,91.9,15,68,78,-0.044,280,,,
2023,Memphis,Amer,113.9,38,97.4,42,71.9,17,-0.062,314,,,
2022,Miami (FL) ,ACC,113.9,19,99.1,107,67.7,134,0.088,27,,,
2022,Furman,SC,113.9,20,102.9,174,64.8,297,-0.072,326,,,
2022,Michigan ,B10,113.9,21,97.2,74,66.7,203,-0.019,217,,,
2021,Davidson ,A10,113.9,20,101.8,164,62.5,353,-0.074,316,,,
2020,Villanova *,BE,113.9,15,94,36,66.2,275,0.082,16,,,
2019,Kansas ,B12,113.9,27,92.3,17,70.1,66,0.076,26,,,
2018,St. Francis Brooklyn,NEC,98.7,285,111.8,308,69.2,114,0.022,116,,,
2016,Southern California ,P12,113.9,35,99.7,80,71,54,-0.028,251,,,
2016,North Florida ,ASun,113.9,36,115,335,70.4,65,0.058,48,,,
2015,William & Mary ,CAA,113.9,31,108.8,262,63.9,198,-0.024,238,,,
2015,SFA ,Slnd,113.9,32,100.3,98,65.4,114,0.02,134,,,
2014,Belmont ,OVC,113.9,36,106.8,207,67.7,47,0.058,57,,,
2012,Iowa St. ,B12,113.9,24,97.2,66,65.8,128,-0.004,184,,,
2011,Wichita St. ,MVC,113.9,31,95.9,48,64.9,193,-0.041,280,,,
2010,Texas ,B12,113.9,24,93.1,30,71.5,11,-0.014,209,,,
2005,LSU ,SEC,113.9,26,100.1,106,66.7,131,0.07,31,,,
2003,Arizona St. ,P10,113.9,18,97.4,78,66.9,169,-0.014,201,,,
2023,Stanford,P12,113.8,39,104.7,156,65.7,276,-0.131,361,,,
2022,UConn ,BE,113.8,22,95.3,43,64.8,300,-0.038,269,,,
2021,Notre Dame,ACC,113.8,21,103.7,203,67.2,227,-0.029,248,,,
2018,Stetson,ASun,98.5,289,111.8,306,69.8,86,-0.041,280,,,
2018,American,Pat,95.6,324,111.8,307,66.5,256,-0.061,315,,,
2016,Texas A&M ,SEC,113.8,37,92.5,9,67.1,230,0.006,162,,,
2016,Georgia Tech ,ACC,113.8,38,99.6,78,67.1,232,0.015,134,,,
2014,Dayton ,A10,113.8,37,99.6,72,63.8,223,0.038,93,,,
2014,Minnesota ,B10,113.8,38,99.9,78,63.3,250,0.044,81,,,
2007,Creighton ,MVC,113.8,36,95.3,35,62.7,289,-0.023,236,,,
2007,Drake,MVC,113.8,37,108.2,232,67.6,92,0.052,58,,,
2004,Xavier ,A10,113.8,21,93.6,20,64.1,230,-0.022,219,,,
2003,Xavier ,A10,113.8,19,94,29,67.7,131,0.018,120,,,
2023,Villanova,BE,113.7,40,101.1,92,63.7,340,-0.057,306,,,
2021,Georgia Tech ,ACC,113.7,22,96.2,68,67.3,223,-0.005,193,,,
2021,BYU ,WCC,113.7,23,92.5,30,67.6,206,0.037,91,,,
2021,Syracuse ,ACC,113.7,24,96.9,77,68.6,151,0.029,109,,,
2020,Saint Mary's (CA) *,WCC,113.7,16,98.5,96,63.9,339,0.055,46,,,
2019,Louisville ,ACC,113.7,28,94.4,24,67.2,199,-0.06,309,,,
2016,St. Bonaventure ,A10,113.7,39,105.1,181,68,172,-0.001,177,,,
2013,Detroit ,Horz,113.7,21,104.1,200,69,20,-0.044,284,,,
2012,Wisconsin ,B10,113.7,25,89.6,8,57.5,345,-0.018,216,,,
2012,South Dakota St. ,Sum,113.7,26,102.1,152,64.8,182,0.03,93,,,
2010,Vanderbilt ,SEC,113.7,25,96.2,64,68.7,56,0.019,115,,,
2009,Rhode Island ,A10,113.7,29,101.5,141,67.7,76,-0.043,278,,,
2007,Utah,MWC,113.7,38,112.1,308,61.2,310,-0.041,270,,,
2004,Pepperdine,WCC,113.7,22,110.8,298,69.3,41,-0.001,175,,,
2023,Saint Mary's (CA),WCC,113.6,41,91.7,8,61.9,359,0.004,184,,,
2023,Michigan,B10,113.6,42,98.3,51,67.8,166,-0.072,329,,,
2023,San Diego St.,MWC,113.6,43,93.7,11,66.1,252,0.036,89,,,
2016,Vanderbilt ,SEC,113.6,40,94.9,23,67.8,184,-0.106,346,,,
2016,Richmond,A10,113.6,41,105.9,193,68,170,-0.075,329,,,
2015,Stanford ,P12,113.6,33,98.9,75,65.2,131,0.006,172,,,
2015,Iona ,MAAC,113.6,34,107.4,230,69.7,9,0.048,69,,,
2014,UConn ,Amer,113.6,39,91.5,10,63.2,254,0.08,23,,,
2013,Miami (FL) ,ACC,113.6,22,91.3,18,61.9,281,0.028,108,,,
2011,Iona,MAAC,113.6,32,102,132,68.3,45,-0.086,328,,,
2010,New Mexico ,MWC,113.6,26,97.4,74,67.4,98,0.096,13,,,
2008,Stanford ,P10,113.6,36,90.9,10,63.4,248,0.04,78,,,
2005,Wichita St.,MVC,113.6,27,100.5,116,64.4,234,-0.013,195,,,
2004,Vanderbilt ,SEC,113.6,23,95,30,65,193,-0.002,176,,,
2004,Nebraska,B12,113.6,24,98.7,80,62.1,293,-0.093,312,,,
2020,Baylor *,B12,113.5,17,88.1,4,66.2,277,0.016,144,,,
2020,Maryland *,B10,113.5,18,92.4,22,67,245,0.037,87,,,
2019,Texas ,B12,113.5,29,94.4,26,64.7,320,-0.08,332,,,
2019,Nebraska ,B10,113.5,30,99.1,79,66.4,238,-0.046,288,,,
2017,Houston ,Amer,113.5,39,99.9,79,65.4,300,-0.032,263,,,
2017,Utah ,P12,113.5,40,99.3,72,68.7,142,-0.099,342,,,
2015,Pittsburgh ,ACC,113.5,35,104.8,180,60.6,327,0.012,155,,,
2014,Notre Dame,ACC,113.5,40,105.8,185,62.7,276,-0.063,316,,,
2014,New Mexico ,MWC,113.5,41,96.3,39,64.4,191,0.032,106,,,
2013,Kansas St. ,B12,113.5,23,95.3,52,61.4,296,0.051,51,,,
2009,NC State,ACC,113.5,30,103.6,185,63,266,-0.06,310,,,
2008,Wisconsin ,B10,113.5,37,86.8,3,61.1,306,0.043,69,,,
2007,Mississippi St. ,SEC,113.5,39,94.5,27,69.6,42,-0.114,333,,,
2007,Louisville ,BE,113.5,40,93.1,18,64.2,229,-0.046,277,,,
2004,Troy St.,ASun,113.5,25,105.7,203,68,85,0.017,124,,,
2004,Kentucky ,SEC,113.5,26,90.1,7,66.1,151,0.031,87,,,
2004,Missouri,B12,113.5,27,100.4,109,65.6,170,-0.02,217,,,
2004,Georgia Tech ,ACC,113.5,28,88.8,4,69.1,49,0.008,148,,,
2023,UAB,CUSA,113.4,44,100.7,85,70.6,39,-0.051,299,,,
2023,Southern California,P12,113.4,45,97.3,41,68.2,143,0.032,99,,,
2021,Creighton ,BE,113.4,25,92.8,32,68.7,144,0.017,137,,,
2020,Mississippi St.,SEC,113.4,19,99.8,119,66.2,276,-0.001,187,,,
2019,Maryland ,B10,113.4,31,94.1,21,66,264,-0.004,189,,,
2018,UNCW,CAA,104.3,185,111.7,303,72,27,-0.023,238,,,
2016,Louisville,ACC,113.4,42,88.8,2,66.1,268,-0.025,242,,,
2016,Creighton ,BE,113.4,43,97.6,49,70.2,76,-0.095,338,,,
2012,Pittsburgh,BE,113.4,27,102,151,62.3,292,-0.036,256,,,
2011,Missouri ,B12,113.4,33,97.8,68,70.7,14,-0.013,213,,,
2007,Missouri St. ,MVC,113.4,41,95.9,42,67.7,88,-0.029,249,,,
2007,Villanova ,BE,113.4,42,93.3,19,65.8,168,-0.036,266,,,
2006,Utah St. ,WAC,113.4,20,102.6,155,60.9,309,0.026,101,,,
2004,Notre Dame,BE,113.4,29,100.4,107,64.6,210,-0.024,225,,,
2003,Indiana ,B10,113.4,20,98.9,102,63.7,284,0.05,57,,,
2021,Purdue ,B10,113.3,26,92.9,34,66.1,278,0.01,148,,,
2018,Elon,CAA,103.6,193,111.3,301,67.3,216,0.061,52,,,
2018,Montana St.,BSky,102.1,228,111.3,302,69.7,94,0.026,110,,,
2016,William & Mary,CAA,113.3,44,104.5,171,68.3,153,-0.015,217,,,
2016,Clemson,ACC,113.3,45,98.9,62,63.7,337,-0.095,339,,,
2015,Toledo,MAC,113.3,36,105.8,196,66.4,72,-0.03,251,,,
2014,Davidson ,SC,113.3,42,109.1,251,66.1,101,-0.013,213,,,
2012,Temple ,A10,113.3,28,98.9,92,65.9,126,0.055,47,,,
2012,Dayton ,A10,113.3,29,102.5,160,64.2,213,-0.016,207,,,
2011,Illinois ,B10,113.3,34,93.1,23,64.8,202,-0.074,322,,,
2010,Portland St.,BSky,113.3,27,114.2,343,65.9,177,-0.074,325,,,
2009,Wisconsin ,B10,113.3,31,95.7,46,59.1,333,-0.052,299,,,
2009,Ohio St. ,B10,113.3,32,96.9,63,62.5,284,0.042,67,,,
2008,Missouri,B12,113.3,38,100.2,98,69.3,39,-0.105,338,,,
2023,Colgate,Pat,113.2,46,108.1,233,67.9,159,0.005,173,,,
2023,Youngstown St.,Horz,113.2,47,109.6,265,68.1,147,-0.01,222,,,
2022,Missouri St.,MVC,113.2,23,101.7,151,67.1,181,-0.04,273,,,
2020,Michigan *,B10,113.2,20,93,28,68.7,150,-0.048,301,,,
2019,Marquette ,BE,113.2,32,96.7,45,68.8,116,0.01,154,,,
2019,Ole Miss ,SEC,113.2,33,99.2,80,68.5,131,-0.007,203,,,
2016,Texas Tech ,B12,113.2,46,99.4,72,66,273,0.028,101,,,
2013,Marquette ,BE,113.2,24,94.9,45,63.3,230,0.09,11,,,
2013,Boise St. ,MWC,113.2,25,99.7,119,64.8,166,0.004,165,,,
2010,VCU,CAA,113.2,28,98.8,98,68.2,69,-0.016,221,,,
2009,Boston College ,ACC,113.2,33,102,150,65.3,172,0.038,74,,,
2008,UMBC ,AE,113.2,39,109.3,282,63.7,230,0.057,46,,,
2007,Washington,P10,113.2,43,101,104,69.2,51,0.018,134,,,
2007,Duke ,ACC,113.2,44,89.9,6,64.5,218,-0.074,314,,,
2007,Miami (FL),ACC,113.2,45,107.5,222,63.4,261,-0.077,318,,,
